Package Name	Version	Top-level Module	Apt_version
hglib	$	hglib	2.6.1-1.1
hid	$	hid	0.7.99.post21-1.1build1
hidapi	$	hidapi	0.2.2-1.1build1
hiera	0.0.1	hiera	0.0.1+20190629-2
hijra	$	hijra	1.0-1
hinawa-utils	$	hinawa_utils	0.2.0-1
hips	0.2	hips	0.2-3
hiredis	1.0.0	hiredis	1.0.0-2build1
hiro	$	hiro	0.5-2
hisat2	#	#	2.1.0-4
hivex	1.3.18	hivex	1.3.18-2ubuntu0.1
hkdf	$	hkdf	0.0.3-4
hl7	0.3.4	hl7	0.3.4-4
holidays	0.10.1	holidays	0.10.1-1
hpack	3.0.0	hpack	3.0.0-4
hpilo	4.3	hpilo	4.3-3
hplefthandclient	$	hplefthandclient	1.0.1-3
html2text	(2020, 1, 16)	html2text	2020.1.16-1
html5-parser	$	html5_parser	0.4.9-3build1
html5lib	1.0.1	html5lib	1.0.1-2
htmlmin	0.1.12	htmlmin	0.1.12-2
htseq	#	#	0.11.2-2build1
httmock	$	httmock	1.3.0-5
http-parser	0.8.3	http_parser	0.8.3-4build2
httpbin	$	httpbin	0.5.0+dfsg-3
httplib2	0.14.0	httplib2	0.14.0-1ubuntu1
httpretty	0.9.5	httpretty	0.9.5-6
httpsig	1.3.0	httpsig	1.3.0-1
httptools	0.1.1	httptools	0.1.1-1
hug-doc	#	#	2.4.1-1build1
hug	2.4.1	hug	2.4.1-1build1
humanfriendly	4.18	humanfriendly	4.18-2
humanize	1.0.0	humanize	1.0.0-1
hunspell	$	hunspell	0.5.5-2build2
hupper	$	hupper	1.9.1-1
hurry.filesize	$	hurry	0.9-3
hvac	$	hvac	0.5.0-0ubuntu3
hy	unknown	hy	0.18.0-1
hydroffice.bag	0.2.15	hydroffice	0.2.15-3
hyperframe	5.2.0	hyperframe	5.2.0-4
hyperlink	$	hyperlink	19.0.0-1
hypothesis	4.36.2	hypothesis	4.36.2-1
iapws	1.4	iapws	1.4-2
ibm-cloud-sdk-core	$	ibm_cloud_sdk_core	1.6.2-1
ibus-1.0	#	#	1.5.22-2ubuntu2.1
icalendar	4.0.3	icalendar	4.0.3-4
icu-dbg	#	#	2.4.2-0ubuntu3
icu	$	icu	2.4.2-0ubuntu3
idna	2.8	idna	2.8-1
ifaddr	$	ifaddr	0.1.6-1
igraph	0.8.0	igraph	0.8.0-2build1
ijson	$	ijson	2.3-2.1
ilorest	#	#	3.0.0+ds-1
image-geometry	$	image_geometry	1.13.0+ds-5build6
imageio	2.4.1	imageio	2.4.1-3
imagesize	$	imagesize	1.2.0-1
imaplib2	3.05	imaplib2	2.57-5build1
imdbpy	#	#	6.8-2
imexam	0.8.1	imexam	0.8.1-2build1
img2pdf	0.3.3	img2pdf	0.3.3-1ubuntu3.1
imobiledevice	$	imobiledevice	1.2.1~git20191129.9f79242-1build1
imobiledevice	$	imobiledevice	1.2.1~git20191129.9f79242-1build1
impacket	$	impacket	0.9.20-5
importlib-metadata	1.5.0	importlib_metadata	1.5.0-1
importmagic	0.1.7	importmagic	0.1.7-2
incremental	[Incremental, version 16.10.1]	incremental	16.10.1-3.2
indexed-gzip	0.8.6	indexed_gzip	0.8.6-1.1build1
indigo	$	indigo	1.2.3-3build1
inflect	2.1.0	inflect	2.1.0-1.1
inflection	0.3.1	inflection	0.3.1-2
influxdb	5.2.0	influxdb	5.2.0-1.1
inifile	$	inifile	0.4-1
iniparse	$	iniparse	0.4-3
instagram	$	instagram	1.3.2+git20160108~dfeebe9-4.1
intbitset	2.3.0	intbitset	2.3.0-3.1build1
intelhex	$	intelhex	2.1-2
interactive-markers	$	interactive_markers	1.11.4-3build2
internetarchive	1.9.0	internetarchive	1.9.0-3
intervaltree-bio	$	intervaltree_bio	1.0.1-3.1ubuntu1
intervaltree	$	intervaltree	3.0.2-1.1
invocations	$	invocations	0.6.2-3
invoke	1.3.0	invoke	1.3.0+ds-0.1
iowait	$	iowait	0.1-1.2
ipaclient	$	ipaclient	4.8.6-1ubuntu2
ipaddr	2.2.0	ipaddr	2.2.0-4
ipalib	4.8.6	ipalib	4.8.6-1ubuntu2
ipdb	$	ipdb	0.12.2-2
ipfix	$	ipfix	0.9.7-1
iptables	#	#	0.14.0~ds-1ubuntu4
ipy	#	#	1:1.00-1
ipykernel	5.2.0	ipykernel	5.2.0-1
ipython-genutils	0.2.0	ipython_genutils	0.2.0-1ubuntu1
ipython	#	#	7.13.0-1
ipywidgets	6.0.0	ipywidgets	6.0.0-6
irc	$	irc	8.5.3+dfsg-5
irodsclient	#	#	0.8.1-2
ironic-inspector-client	$	ironic_inspector_client	3.4.0-0ubuntu2
ironic-inspector	$	ironic_inspector	1:10.1.0-0ubuntu0.20.04.1
ironic-lib	$	ironic_lib	4.2.0-0ubuntu0.20.04.1
ironic-neutron-agent	#	#	1.4.0-2
ironic-ui	3.4.0	ironic_ui	3.4.0-0ubuntu2
ironic	$	ironic	1:15.0.0-0ubuntu0.20.04.1
ironicclient	4.1.0	ironicclient	4.1.0-0ubuntu1
isbnlib	3.9.3	isbnlib	3.9.3-1.1
isc-dhcp-leases	$	isc_dhcp_leases	0.9.1-2
iso3166	$	iso3166	0.8.git20170319-2
iso8601	$	iso8601	0.1.12-1
isodate	$	isodate	0.6.0-2
isort	4.3.4	isort	4.3.4+ds1-2
isospec	#	#	1.9.1-5ubuntu2
isoweek	(1, 3, 3)	isoweek	1.3.3-3
itango	$	itango	0.1.7-2
itsdangerous	1.1.0	itsdangerous	1.1.0-1
itypes	1.1.0	itypes	1.1.0-4
ixion	$	ixion	0.15.0-3build2
jack-client	#	#	0.5.0-1
janus	0.4.0	janus	0.4.0-2
jaraco.functools	$	jaraco	2.0-2
jaraco.itertools	$	jaraco	2.0.1-4
javaproperties	0.6.0	javaproperties	0.6.0-2
jdcal	1.0	jdcal	1.0-1.3
jedi	0.15.2	jedi	0.15.2-1
jeepney	0.4.2	jeepney	0.4.2-1
jellyfish	$	jellyfish	0.7.2-1build1
jenkins-job-builder	#	#	3.2.0-1
jenkins	$	jenkins	0.4.16-1
jenkinsapi	99.99.99	jenkinsapi	0.3.11-1ubuntu1
jieba	0.42.1	jieba	0.42.1-1
jinja2	2.10.1	jinja2	2.10.1-2
jira	2.0.0	jira	2.0.0-2
jmespath	0.9.4	jmespath	0.9.4-2ubuntu1
joblib	0.14.0	joblib	0.14.0-3
josepy	$	josepy	1.2.0-2
jpy	#	#	0.9.0-3build2
jpylyzer	$	jpylyzer	2.0.0-3
jpype	0.7.1	jpype	0.7.1+dfsg-1build1
jsbeautifier	1.10.3	jsbeautifier	1.10.3-1
jsmin	2.2.2	jsmin	2.2.2-2
json-pointer	#	#	2.0-0ubuntu1
json-tricks	$	json_tricks	3.11.0-2
jsondiff	1.1.1	jsondiff	1.1.1-4
jsonext	$	jsonext	0.4.2-1
jsonhyperschema-codec	1.0.3	jsonhyperschema_codec	1.0.3-2
jsonnet	#	#	0.15.0+ds-1build1
jsonpatch	1.22	jsonpatch	1.23-3
jsonpath-rw-ext	1.2.2	jsonpath_rw_ext	1.2.2-2
jsonpath-rw	1.3.0	jsonpath_rw	1.4.0-4
jsonpickle	1.2	jsonpickle	1.2-1
jsonrpc	1.13.0	jsonrpc	1.13.0-1
jsonrpclib-pelix	#	#	0.3.1-1
jsonschema	3.2.0	jsonschema	3.2.0-0ubuntu2
jujuclient	$	jujuclient	0.50.5-0ubuntu3
junit.xml	#	#	1.8-2
junitparser	$	junitparser	1.4.1-1
junitxml	(0, 6, 0, 'final', 0)	junitxml	0.6-2build1
junos-eznc	#	#	2.1.7-3
jupyter-client	6.1.2	jupyter_client	6.1.2-1
jupyter-console	6.0.0	jupyter_console	6.0.0-2
jupyter-core	4.6.3	jupyter_core	4.6.3-3
jupyter-sphinx-theme	0.0.6	jupyter_sphinx_theme	0.0.6+ds1-9
jupyter-sphinx	0.2.3	jupyter_sphinx	0.2.3-1
jwcrypto	$	jwcrypto	0.6.0-2
jwt	1.7.1	jwt	1.7.1-2ubuntu2.1
k8sclient	0.4.0	k8sclient	0.4.0-0ubuntu3
kafka	1.4.6	kafka	1.4.6-1
kaitaistruct	0.8	kaitaistruct	0.8-3
kajiki	0.8	kajiki	0.8.2-1
kanboard	$	kanboard	1.0.1-1
kaptan	$	kaptan	0.5.10-3
karborclient	1.3.0	karborclient	1.3.0-2
kazoo	2.6.1	kazoo	2.6.1-6
kdcproxy	$	kdcproxy	0.4.2-1
kdtree-dbg	#	#	0.7.1+git20101123-5build1
kdtree	$	kdtree	0.7.1+git20101123-5build1
kea-connector	#	#	1.6.2-0ubuntu1
keepalive	0.5	keepalive	0.5-2
keras-applications	1.0.6	keras_applications	1.0.6-1
keras-preprocessing	1.0.5	keras_preprocessing	1.0.5-1
keras	2.2.4	keras	2.2.4-1
kerberos	$	kerberos	1.1.14-3.1build1
keyman-config	11.0.103	keyman_config	11.0.103-2
keyring	$	keyring	18.0.1-2ubuntu1
keyrings.alt	$	keyrings	3.4.0-1
keystone	$	keystone	2:17.0.1-0ubuntu1
keystoneauth1	4.0.0	keystoneauth1	4.0.0-0ubuntu1
keystoneclient	4.0.0	keystoneclient	1:4.0.0-0ubuntu1
keystonemiddleware	$	keystonemiddleware	9.0.0-0ubuntu1
keyutils	$	keyutils	0.6-2build2
kitchen	1.2.6	kitchen	1.2.6-2
kivy	1.10.1	kivy	1.10.1-1build2
kiwisolver-dbg	#	#	1.0.1-3build1
kiwisolver	1.0.1	kiwisolver	1.0.1-3build1
klaus	$	klaus	1.4.0-1
knack	$	knack	0.6.3-2
knitpy	0.1.1	knitpy	0.1.1~git20180430-1
kolabformat	$	kolabformat	1.1.6-6ubuntu1
kombu	4.6.7	kombu	4.6.7-1ubuntu3
kopano	8.7.0	kopano	8.7.0-7ubuntu1
kubernetes	7.0.0a1	kubernetes	7.0.0~a1-2
kyotocabinet-dbg	#	#	1.22-3build1
kyotocabinet	$	kyotocabinet	1.22-3build1
kytos-sphinx-theme	0.0.7	kytos_sphinx_theme	0.0.1+dfsg-1.1
l20n	4.0.0a1	l20n	4.0.0~a1-4
lammps	$	lammps	20191120+dfsg1-2build2
langdetect	1.0.7	langdetect	1.0.7-4
lark	0.8.1	lark	0.8.1-1
lasagne	0.2.dev1	lasagne	0.1+git20181019.a61b76f-2build1
laser-geometry	$	laser_geometry	1.6.4-7build1
lasso	$	lasso	2.6.0-7ubuntu1.2
latexcodec	1.0.7	latexcodec	1.0.7-1
launchpadlib	b'1.10.13'	launchpadlib	1.10.13-1
lazr.config	b'2.2'	lazr	2.2-2
lazr.delegates	b'2.0.3'	lazr	2.0.3-2
lazr.restfulclient	0.14.2	lazr	0.14.2-2build1
lazr.smtptest	2.0.3	lazr	2.0.3-2
lazr.uri	b'1.0.3'	lazr	1.0.3-4build1
lazy-object-proxy	1.4.3	lazy_object_proxy	1.4.3-1build1
lazy-object-proxy	1.4.3	lazy_object_proxy	1.4.3-1build1
ldap-dbg	#	#	3.2.0-4ubuntu2.1
ldap3	2.4.1	ldap3	2.4.1-2
ldap	3.2.0	ldap	3.2.0-4ubuntu2.1
ldapdomaindump	0.9.1	ldapdomaindump	0.9.1-1
ldappool	2.4.1	ldappool	2.4.1-0ubuntu3
ldb-dev	#	#	2:2.2.3-0ubuntu0.20.04.3
ldb-dev	#	#	2:2.2.3-0ubuntu0.20.04.3
ldb	2.4.4	ldb	2:2.2.3-0ubuntu0.20.04.3
ldb	2.4.4	ldb	2:2.2.3-0ubuntu0.20.04.3
ldif3	3.2.2	ldif3	3.2.2-3
ldns	$	ldns	1.7.0-4.1ubuntu1
leather	0.3.3	leather	0.3.3-1
lensfun	0.3.2	lensfun	0.3.2-5build1
lensfun	0.3.2	lensfun	0.3.2-5build1
lepl	5.1.3	lepl	5.1.3-2.1ubuntu1
lesscpy	0.13.0	lesscpy	0.13.0+ds-2
levenshtein-dbg	#	#	0.12.0-5build1
levenshtein	#	#	0.12.0-5build1
lexicon	$	lexicon	3.3.17-1
liac-arff	2.4.0	#	2.4.0-2
lib2to3	$	lib2to3	3.8.10-0ubuntu1~20.04
lib389	$	lib389	1.4.3.6-2
libapparmor	#	#	2.13.3-7ubuntu5.1
libapparmor	#	#	2.13.3-7ubuntu5.1
libarchive-c	#	#	2.9-0.1
libbde	#	#	20190102-1.1
libcegui-mk2-0.8.7	#	#	0.8.7-6ubuntu2
libcloud	2.8.0	libcloud	2.8.0-1
libconcord	$	libconcord	1.4-2
libdiscid-dbg	#	#	1.0-5ubuntu2
libdiscid	0.4.1	libdiscid	1.0-5ubuntu2
libesedb	#	#	20181229-3.1
libevdev	$	libevdev	0.5-1
libevt	#	#	20181227-1.1
libevtx	#	#	20181227-1.1
libewf	#	#	20140807-2build1
libfsntfs	#	#	20190104-1.1
libfvde	#	#	20190104-1.1
libfwnt	#	#	20181227-1.1
libfwsi	#	#	20181227-1.1
libgpiod	#	#	1.4.1-4
libguess	#	#	1.1-4
libhamlib2	#	#	3.3-10build1
libhfst	$	libhfst	3.15.1-2build3
libi8x	#	#	0.0.5-1build2
libiio	#	#	0.19-1
libipa-hbac	#	#	2.2.3-3ubuntu0.9
liblinear	$	liblinear	2.3.0+dfsg-3build1
liblnk	#	#	20181227-1.1
liblo	0.10.0	liblo	0.10.0-4build1
libmaas	#	#	0.6.4-0ubuntu1
libmodernize	#	#	0.7-2
libmsiecf	#	#	20181227-1.1
libnacl	1.7.1	libnacl	1.7.1-1
libnatpmp	#	#	20150609-7build1
libnbd	#	#	1.2.2-1ubuntu2
libnmap	0.6.1	libnmap	0.7.0-2
libolecf	#	#	20181231-1.1
libproxy	$	libproxy	0.4.15-10ubuntu1.2
libqcow	#	#	20181227-1.1
librecaptcha	0.6.2	librecaptcha	0.6.2-1
libregf	#	#	20190303-1.1
librouteros	$	librouteros	3.0.0-1
librtmp-dbg	#	#	0.3.0-1.1
librtmp	0.3.0	librtmp	0.3.0-1.1
libsass	#	#	0.18.0-1build1
libscca	#	#	20181227-1.1
libsigscan	#	#	20190103-2
libsmbios	#	#	2.4.3-1
libsmdev	#	#	20190315-1.1
libsmraw	#	#	20181227-1.1
libsss-nss-idmap	#	#	2.2.3-3ubuntu0.9
libsvm	#	#	3.24+ds-3build1
libthumbor	1.3.3	libthumbor	1.3.3-2
libtiff	$	libtiff	0.4.2-6build2
libtmux	0.8.2	libtmux	0.8.2-2
libtorrent-dbg	#	#	1.1.13-1.1build2
libtorrent	1.1.13.0	libtorrent	1.1.13-1.1build2
libtrace	#	#	1.6+git20180219-1build4
libusb1	$	libusb1	1.7-2
libvhdi	#	#	20181227-1.1
libvirt	$	libvirt	6.1.0-1
libvmdk	#	#	20181227-1.1
libvoikko	$	libvoikko	4.3-1build1
libvshadow	#	#	20190323-1.1
libvslvm	#	#	20181227-1.1
libxml2-dbg	#	#	2.9.10+dfsg-5ubuntu0.20.04.4
libxml2-dbg	#	#	2.9.10+dfsg-5ubuntu0.20.04.4
libxml2	$	libxml2	2.9.10+dfsg-5ubuntu0.20.04.4
libxml2	$	libxml2	2.9.10+dfsg-5ubuntu0.20.04.4
line-profiler	$	line_profiler	2.1-2build2
linecache2	$	linecache2	1.0.0-4ubuntu1
link-grammar	#	#	5.7.0-3
linux-procfs	#	#	0.6.1-2build1
livereload	2.6.1	livereload	2.6.1-3
lldb-10	#	#	1:10.0.0-4ubuntu1
lldb-10	#	#	1:10.0.0-4ubuntu1
lldb-11	#	#	1:11.0.0-2~ubuntu20.04.1
lldb-11	#	#	1:11.0.0-2~ubuntu20.04.1
lldb-12	#	#	1:12.0.0-3ubuntu1~20.04.5
lldb-12	#	#	1:12.0.0-3ubuntu1~20.04.5
lldb-8	#	#	1:8.0.1-9
lldb-9	#	#	1:9.0.1-12
lldb-9	#	#	1:9.0.1-12
lldb	$	lldb	1:10.0-50~exp1
lldb	$	lldb	1:10.0-50~exp1
llfuse-dbg	#	#	1.3.6+dfsg-2build1
llfuse	1.3.6	llfuse	1.3.6+dfsg-2build1
llvmlite	0.31.0	llvmlite	0.31.0-1
lmdb	0.86	lmdb	0.86-1.2build1
lmfit	1.0.0	lmfit	1.0.0-1
locket	$	locket	0.2.0-1
lockfile	$	lockfile	1:0.12.2-2ubuntu2
logfury	$	logfury	0.1.2-3
logging-tree	1.8.1	logging_tree	1.8.1-0.1
logilab-common	#	#	1.4.3-2
logilab-constraint	#	#	0.6.0-2
logutils	0.3.3	logutils	0.3.3-7
logzero	1.5.0	logzero	1.5.0-1
londiste	$	londiste	3.3.0-2
louis	$	louis	3.12.0-3ubuntu0.1
louvain	#	#	0.0+20181013git3fc1f575-1ubuntu1
ltfatpy-dbg	#	#	1.0.16-3build1
ltfatpy	1.0.16	ltfatpy	1.0.16-3build1
lti	$	lti	0.9.4-2
lttng	$	lttng	2.11.2-1build1
lttnganalyses	0.6.1	lttnganalyses	0.6.1-2
lttngust	2.11.0	lttngust	2.11.0-1
lttoolbox	$	lttoolbox	3.5.1-2build2
lunardate	0.2.0	lunardate	0.2.0-2
lupa	1.9	lupa	1.9+dfsg-1build1
lxc	$	lxc	1:3.0.4-1ubuntu6
lxml-dbg	#	#	4.5.0-1ubuntu0.5
lxml-dbg	#	#	4.5.0-1ubuntu0.5
lxml	4.5.0	lxml	4.5.0-1ubuntu0.5
lxml	4.5.0	lxml	4.5.0-1ubuntu0.5
ly	$	ly	0.9.5-3
lz4	3.0.2+dfsg	lz4	3.0.2+dfsg-1build1
lz4tools	$	lz4tools	1.3.1.1-1.1build2
lzo	b'1.12'	lzo	1.12-3build2
lzstring	$	lzstring	1.0.4-1
m2crypto	#	#	0.31.0-9ubuntu1
m2r	0.2.1	m2r	0.2.1-3
m3u8	$	m3u8	0.5.4-1
macaroonbakery	$	macaroonbakery	1.3.1-1
macholib	1.14	macholib	1.14+ds0-1
magcode-core	#	#	1.5.4-1ubuntu2
magic-wormhole-mailbox-server	#	#	0.4.1-1
magic	$	magic	2:0.4.15-3
magics++	#	#	1:1.1.1-1build1
magnum-ui	$	magnum_ui	5.2.0-1
magnum	10.0.0	magnum	10.0.0-0ubuntu0.20.04.2
magnumclient	2.11.0	magnumclient	2.11.0-0ubuntu4
mailer	0.8.1	mailer	0.8.1-4
mailman-hyperkitty	$	mailman_hyperkitty	1.1.0-9
mailmanclient	3.2.2	mailmanclient	3.2.2-1
mailutils	$	mailutils	1:3.7-2.1
mako	1.1.0	mako	1.1.0+ds1-1ubuntu2.1
mallard.ducktype	$	mallard	1.0.2-1
mando	0.6.4	mando	0.6.4-5
manila-ui	3.0.0	manila_ui	1:3.0.0-0ubuntu0.20.04.1
manila	$	manila	1:10.0.0-0ubuntu0.20.04.2
manilaclient	2.1.0	manilaclient	2.1.0-0ubuntu1
manuel	$	manuel	1.10.1-2
map-msgs	$	map_msgs	1.13.1-1
mapi	#	#	8.7.0-7ubuntu1
mapnik	$	mapnik	1:0.0~20180723-588fc9062-3ubuntu3
mapproxy	$	mapproxy	1.12.0-1
mapscript	$	mapscript	7.4.3-2build1
marathon	$	marathon	0.11.0-2
marisa	$	marisa	0.2.5-6build2
markdown2	2.3.7	markdown2	2.3.7-2
markdown	3.1.1	markdown	3.1.1-3
markups	3.0.0	markups	3.0.0-1
markupsafe-dbg	#	#	1.1.0-1build2
markupsafe-dbg	#	#	1.1.0-1build2
markupsafe	1.1.0	markupsafe	1.1.0-1build2
markupsafe	1.1.0	markupsafe	1.1.0-1build2
marshmallow-doc	#	#	3.4.0-1
marshmallow-sqlalchemy	0.19.0	marshmallow_sqlalchemy	0.19.0-1build1
marshmallow	3.4.0	marshmallow	3.4.0-1
masakari-monitors	#	#	9.0.0-0ubuntu0.20.04.1
masakari	$	masakari	9.0.0-0ubuntu0.20.04.5
mastodon	$	mastodon	1.5.0-1
mathgl	$	mathgl	2.4.4-6
matplotlib-dbg	#	#	3.1.2-1ubuntu4
matplotlib-venn	$	matplotlib_venn	0.11.5-6
matplotlib	3.1.2	matplotlib	3.1.2-1ubuntu4
maxminddb	1.5.2	maxminddb	1.5.2-0ubuntu1
mbed-host-tests-doc	#	#	1.4.4-1
mbed-host-tests	$	mbed_host_tests	1.4.4-1
mbed-ls-doc	#	#	1.6.2+dfsg-1
mbed-ls	#	#	1.6.2+dfsg-1
mccabe	0.6.1	mccabe	0.6.1-3
mdp	3.5	mdp	3.5-1.1
mdx-math	$	mdx_math	0.6-1
measurement	$	measurement	2.0.1-2
mecab	#	#	0.996-10build1
mecab	#	#	0.996-10build1
mecavideo	#	#	6.5.4-1
mechanicalsoup	0.10.0	mechanicalsoup	0.10.0-3
mechanize	(0, 4, 5, None, None)	mechanize	1:0.4.5-2
med	$	med	4.0.0+repack-9build1
mediainfodll	#	#	19.09+dfsg-2build1
meep-mpi-default	#	#	1.12.0-2build2
meep-openmpi	#	#	1.12.0-3build2
meep	&	&	1.12.0-2build2
meld3	1.0.2	meld3	1.0.2-3
memcache	1.58	memcache	1.59-4
memoize	$	memoize	1.0.3-1
memory-profiler	0.52.0	memory_profiler	0.52-2
meshio	4.0.4	meshio	4.0.4-1
message-filters	$	message_filters	1.14.3+ds1-11ubuntu5
metaconfig	0.1.4a1	metaconfig	0.1.4a1-6
mia	#	#	0.1.9-2.1build2
microversion-parse	1.0.0	microversion_parse	1.0.0-0ubuntu1
midiutil	1.2.1	midiutil	1.2.1-4
mido	1.2.9	mido	1.2.9-2
migrate	0.13.0	migrate	0.13.0-0ubuntu1
milksnake	0.1.5	milksnake	0.1.5-1build1
milter	$	milter	1.0.4-2build2
mimeparse	1.6.0	mimeparse	1.6.0-3build1
mimerender	0.6.0	mimerender	0.6.0-2
minecraftpi	#	#	0.22-1
mini-buildd	1.1.19	mini_buildd	1.1.19
minidb	2.0.2	minidb	2.0.2-3
minieigen	0.5.3	minieigen	0.50.3+dfsg1-11ubuntu4
minimal	#	#	3.8.2-0ubuntu2
minimal	#	#	3.8.2-0ubuntu2
minimock	$	minimock	1.2.8-2
miniupnpc	$	miniupnpc	2.1.20190824-0ubuntu2
mir-perf-framework	$	mir_perf_framework	1.7.1-0ubuntu2
mirtop	0.4.23	mirtop	0.4.23-1
misaka	1.0.2	misaka	1.0.2-7build1
mistral-dashboard	#	#	9.0.0-1ubuntu1
mistral-lib	2.1.0	mistral_lib	2.1.0-0ubuntu1
mistral	$	mistral	10.0.0-0ubuntu0.20.04.1
mistralclient	3.7.0	mistralclient	1:3.7.0-0ubuntu3
mistune	0.8.4	mistune	0.8.4-2
mlpack	3.2.2	mlpack	3.2.2-3
mlt	$	mlt	6.20.0-2
mmllib	$	mmllib	0.3.0.post1-2
mne	0.19.1	mne	0.19.1+dfsg-1
mnemonic	$	mnemonic	0.18-2
mock	3.0.5	mock	3.0.5-1build1
mockldap	#	#	0.3.0-4
mockupdb	1.7.0	mockupdb	1.7.0-3
model-mommy	1.6.0	model_mommy	1.6.0-2
moksha.common	$	moksha	1.2.5-4
molotov	1.6	molotov	1.6-4
monajat	$	monajat	4.1-2
monasca-statsd	#	#	1.11.0-2
monascaclient	$	monascaclient	2.0.0-0ubuntu1
moneyed	$	moneyed	0.8.0-2
mongoengine	0.19.1	mongoengine	0.19.1-1
monotonic	$	monotonic	1.5-0ubuntu2
montage-wrapper	0.9.9	montage_wrapper	0.9.9-4
montagepy	#	#	6.0+dfsg-6build3
more-itertools	$	more_itertools	4.2.0-1build1
morph	$	morph	0.1.3-2
morris	1.2	morris	1.2-2
morse-simulator	#	#	1.4-6build1
motor	$	motor	2.1.0-2
move-base-msgs	$	move_base_msgs	1.13.1-1
mox3	$	mox3	0.28.0-2
mpd	$	mpd	1.1.0-1
mpegdash	$	mpegdash	0.2.0-1
mpi4py-dbg	#	#	3.0.3-4build2
mpi4py-fft-doc	#	#	2.0.3-3build2
mpi4py-fft	2.0.3	mpi4py_fft	2.0.3-3build2
mpi4py	3.0.3	mpi4py	3.0.3-4build2
mpl-scatter-density	0.6	mpl_scatter_density	0.6-1
mplexporter	$	mplexporter	0.0.1+20140921-4
mpltoolkits.basemap-dbg	#	#	1.2.1+dfsg-1build1
mpltoolkits.basemap	#	#	1.2.1+dfsg-1build1
mpmath	1.1.0	mpmath	1.1.0-2
mrtparse	1.6	mrtparse	1.6-2
msal-extensions	0.1.3	msal_extensions	0.1.3-2
msal	1.1.0	msal	1.1.0-3
msgpack-numpy	$	msgpack_numpy	0.4.4-1
msgpack	$	msgpack	0.6.2-1
mshr	$	mshr	2019.1.0+dfsg1-7build3
msoffcrypto-tool	#	#	4.10.1-2
msrest	0.6.10	msrest	0.6.10-1
msrestazure	0.6.2	msrestazure	0.6.2-1
multi-key-dict	$	multi_key_dict	2.0.3-2
multicorn	__VERSION__	multicorn	1.3.4-31-g9ff7875-3
multidict-dbg	#	#	4.7.3-1build1
multidict	4.7.3	multidict	4.7.3-1build1
multipletau	2018.11.30.dev23	multipletau	0.3.3+ds-3
munch	2.3.2	munch	2.3.2-2
munkres	1.1.2	munkres	1.1.2-1
murano-agent	#	#	1:5.0.0-0ubuntu0.20.04.1
murano-dashboard	#	#	1:9.0.0-0ubuntu0.20.04.1
murano-pkg-check	#	#	0.3.0-5
murano	$	murano	1:9.0.0-0ubuntu0.20.04.1
muranoclient	1.3.0	muranoclient	1.3.0-0ubuntu1
murmurhash	$	murmurhash	1.0.2-1build1
music	$	music	1.1.16-1.1build2
musicbrainzngs	$	musicbrainzngs	0.7.1-1
musicpd	$	musicpd	0.4.4-1
mutagen	$	mutagen	1.44.0-1
mutatormath	#	#	3.0-1
mwclient	0.10.0	mwclient	0.10.0-2
mwparserfromhell	0.5.4	mwparserfromhell	0.5.4-2build1
mygpoclient	1.8	mygpoclient	1.8-3
myhdl	0.11	myhdl	0.11-1
mypy-extensions	$	mypy_extensions	0.4.3-1
mypy	$	mypy	0.761-1build1
mysql.connector	8.0.15	mysql	8.0.15-2build1
mysqldb-dbg	#	#	1.4.4-2build1
mysqldb	#	#	1.4.4-2build1
nacl	1.3.0	nacl	1.3.0-5
nagiosplugin	$	nagiosplugin	1.2.4-2
namecheap	$	namecheap	0.0.3-3
nameparser	1.0.6	nameparser	1.0.6-1
natsort	7.0.1	natsort	7.0.1-1
nautilus	#	#	1.2.3-1ubuntu1
nav-msgs	$	nav_msgs	1.12.7-2
nb2plots	0.6	nb2plots	0.6-2
nbconvert	5.6.1	nbconvert	5.6.1-1
nbformat	5.0.4	nbformat	5.0.4-1
nbsphinx	0.4.3	nbsphinx	0.4.3+ds-1
nbxmpp	0.6.10	nbxmpp	0.6.10-1.1
ncclient	(0, 5, 3)	ncclient	0.6.0-2.1
ndcube-doc	#	#	1.1.3-2
ndcube	1.1.3	ndcube	1.1.3-2
ndg-httpsclient	#	#	0.5.1-6
neo	0.7.2	neo	0.7.2-2
neovim	$	neovim	0.4.1-1
netaddr	0.7.19	netaddr	0.7.19-3ubuntu1
netcdf4	#	#	1.5.3-1build2
netdisco	$	netdisco	2.6.0-1
netfilter	$	netfilter	0.6.4-2
netgen	$	netgen	6.2.1804+dfsg1-3build2
netifaces-dbg	&	&	0.10.4-1ubuntu4
netifaces	$	netifaces	0.10.4-1ubuntu4
netmiko	2.4.2	netmiko	2.4.2-1
networking-arista	2019.2.3	networking_arista	2019.2.3-0ubuntu1
networking-bagpipe	12.0.0	networking_bagpipe	12.0.0-0ubuntu0.20.04.1
networking-bgpvpn	12.0.0	networking_bgpvpn	12.0.0-0ubuntu0.20.04.1
networking-hyperv	$	networking_hyperv	1:8.0.0-0ubuntu0.20.04.1
networking-l2gw	16.0.0	networking_l2gw	1:16.0.0~git2020051415.30f4209-0ubuntu0.20.04.1
networking-mlnx	$	networking_mlnx	1:15.0.2-0ubuntu0.20.04.1
networking-odl	$	networking_odl	1:16.0.0-0ubuntu0.20.04.1
