Package Name	Version	Top-level Module	Apt_version
simplestreams-openstack	#	#	0.1.0-30-g3cc8988a-0ubuntu1.20.04.1
simplestreams	$	simplestreams	0.1.0-30-g3cc8988a-0ubuntu1.20.04.1
simpletal	5.2	simpletal	5.2-1
simpy3	#	#	3.0.11-2
simpy	2.3.1	#	2.3.1+dfsg-2
singledispatch	$	singledispatch	3.4.0.3-2build1
sip-dbg	#	#	4.19.21+dfsg-1build1
sip-dbg	#	#	4.19.21+dfsg-1build1
sip-dev	#	#	4.19.21+dfsg-1build1
sip-dev	#	#	4.19.21+dfsg-1build1
sip	4.19.21	sip	4.19.21+dfsg-1build1
sip	4.19.21	sip	4.19.21+dfsg-1build1
siphashc	1.2	siphashc	1.2-1build2
sireader	1.1.1	sireader	1.1.1-2
siridb-connector	2.0.5	#	2.0.5-1
six	1.14.0	six	1.14.0-2
skbio	&	&	0.5.6-1
skimage-lib	&	&	0.16.2-2ubuntu1
skimage-lib	#	#	0.16.2-2ubuntu1
skimage	0.16.2	skimage	0.16.2-2ubuntu1
sklearn-lib	#	#	0.22.2.post1+dfsg-5
sklearn-pandas	1.8.0	sklearn_pandas	1.8.0-1
sklearn	0.22.2.post1	sklearn	0.22.2.post1+dfsg-5
skytools	3.4	skytools	3.4-2build1
sleekxmpp	1.3.3	sleekxmpp	1.3.3-5
slepc4py-complex	3.12.0	slepc4py_complex	3.12.0-4build1
slepc4py-real	3.12.0	slepc4py_real	3.12.0-4build1
slepc4py	3.12.0	slepc4py	3.12.0-4build1
slimit	0.8.1	slimit	0.8.1-4
slimmer	0.1.30	slimmer	0.1.30-8
slip-dbus	0.6.5	#	0.6.5-2
slip	0.6.5	slip	0.6.5-2
slixmpp-lib	#	#	1.4.2-1build2
slixmpp	1.4.2	slixmpp	1.4.2-1build2
slugify	4.0.0	slugify	4.0.0-1
smartypants	2.0.0	smartypants	2.0.0-2
smbc	$	smbc	1.0.15.6-2build2
smbus	$	SMBus	4.1-2build2
smclib	$	smclib	1.8.3-2ubuntu1
smmap	2.0.5	smmap	2.0.5-2
smoke-zephyr	1.4.1	smoke_zephyr	1.4.1-2
smstrade	0.2.4	smstrade	0.2.4-6
snappy	$	snappy	0.5.3-1.1build1
sniffio	1.1.0	sniffio	1.1.0-1
snimpy	0.8.13	snimpy	0.8.13-2
snowballstemmer	2.0.0	snowballstemmer	2.0.0-1
snuggs	1.4.7	snuggs	1.4.7-1
soapysdr	#	#	0.7.2-1
social-auth-core	3.1.0	#	3.1.0-1
social-django	3.1.0	social_django	3.1.0-2
socketio-client	0.6.5	#	0.6.5-0.2
socketio	4.4.0	socketio	4.4.0-2
socketpool	0.5.3	socketpool	0.5.3-5
socks	1.6.7	socks	1.6.8+dfsg-1ubuntu1
socksipychain	2.1.0	#	2.1.0-2
softlayer	&	&	5.8.5-1
software-properties	#	#	0.99.9.8
solv	$	solv	0.6.36-2
sop	0.2.0	sop	0.2.0-1
sorl-thumbnail	12.5.0	#	12.5.0-2
sortedcollections	1.0.1	sortedcollections	1.0.1-1
sortedcontainers	2.1.0	sortedcontainers	2.1.0-2
sortedm2m	2.0.0	sortedm2m	2.0.0+dfsg.1-2
soundfile	0.10.3	soundfile	0.10.3+post1-1
soupsieve	1.9.5	soupsieve	1.9.5+dfsg-1
spake2	0.8	spake2	0.8-2
sparkpost	1.3.6	sparkpost	1.3.7-2
sparqlwrapper	1.8.5	#	1.8.5-1
sparse	0.1.1	sparse	0.2.0-1
spectra	0.0.11	spectra	0.0.11-1
spectral-cube	0.4.5	spectral_cube	0.4.5-2
specutils	0.7	specutils	0.7-2
speechd	$	speechd	0.9.1-4
speg	0.3	speg	0.3-4
spf-engine	2.9.0	spf_engine	2.9.2-1
spf	2.0.14	spf	2.0.14-1
spglib	1.14.1	spglib	1.14.1-5build2
sphere	0.0.0	sphere	3.2-13build2
sphinx-argparse	0.2.2	#	0.2.2-3
sphinx-astropy	1.2	sphinx_astropy	1.2-3
sphinx-autobuild	0.7.1	sphinx_autobuild	0.7.1-2
sphinx-autodoc-typehints	1.9.0	sphinx_autodoc_typehints	1.9.0-1
sphinx-automodapi	0.12	sphinx_automodapi	0.12-2
sphinx-autorun	1.1.0	sphinx_autorun	1.1.0-3
sphinx-bootstrap-theme	0.6.5	sphinx_bootstrap_theme	0.6.5-2
sphinx-celery	1.3.1	sphinx_celery	1.3.1-2
sphinx-click	2.3.1	sphinx_click	2.3.1-1
sphinx-copybutton	0.2.5	sphinx_copybutton	0.2.5-1.1
sphinx-feature-classification	0.3.2	sphinx_feature_classification	0.3.2-3
sphinx-gallery	0.2.0	sphinx_gallery	0.2.0-3ubuntu1
sphinx-issues	1.2.0	sphinx_issues	1.2.0-2
sphinx-paramlinks	0.3.5	sphinx_paramlinks	0.3.5-2
sphinx-rtd-theme	0.4.3	sphinx_rtd_theme	0.4.3+dfsg-3
sphinx-testing	0.8.1	sphinx_testing	0.8.1-1.2
sphinx	1.8.5	sphinx	1.8.5-7ubuntu3
sphinxbase	$	sphinxbase	0.8+5prealpha+1-8
sphinxcontrib-asyncio	0.2.0	#	0.2.0-2
sphinxcontrib-pecanwsme	0.8.0	#	0.8.0-8
sphinxcontrib.actdiag	0.8.5	sphinxcontrib	0.8.5-1.1
sphinxcontrib.apidoc	0.3.0	sphinxcontrib	0.3.0-2ubuntu1
sphinxcontrib.autoprogram	0.1.5	sphinxcontrib	0.1.5-2
sphinxcontrib.bibtex	0.4.1	sphinxcontrib	0.4.1-2
sphinxcontrib.blockdiag	1.5.5	sphinxcontrib	1.5.5-1.1
sphinxcontrib.httpdomain	1.5.0	sphinxcontrib	1.5.0-3
sphinxcontrib.nwdiag	0.9.5	sphinxcontrib	0.9.5-1.1
sphinxcontrib.plantuml	0.5	sphinxcontrib	0.5-6
sphinxcontrib.programoutput	0.11	sphinxcontrib	0.11-5
sphinxcontrib.restbuilder	0.2.dev0	sphinxcontrib	0.2-3
sphinxcontrib.rubydomain	0.1.dev20100804	#	0.1~dev-20100804-2
sphinxcontrib.seqdiag	0.8.5	sphinxcontrib	0.8.5-1.1
sphinxcontrib.spelling	4.2.0	sphinxcontrib	4.2.0-2
sphinxcontrib.svg2pdfconverter	1.0.1	#	1.0.1-1
sphinxcontrib.websupport	1.1.2	sphinxcontrib	1.1.2-2
sphinxcontrib.youtube	1.0.dev20191027	#	1.0-1.1
sphinxtesters	0.2.1	sphinxtesters	0.2.1-2
spoon	1.0.6	spoon	1.0.6-4
spur	0.3.21	spur	0.3.21-1
spyder-kernels	0.5.2	spyder_kernels	1.5.0~really0.5.2-1
spyder	3.3.6	spyder	3.3.6+dfsg1-4build1
sql	1.1.0	sql	1.1.0-1
sqlalchemy-ext	#	#	1.3.12+ds1-1ubuntu2
sqlalchemy-i18n	1.0.3	sqlalchemy_i18n	1.0.3-1
sqlalchemy-utils	0.36.1	sqlalchemy_utils	0.36.1-0ubuntu1
sqlalchemy	1.3.12	sqlalchemy	1.3.12+ds1-1ubuntu2
sqlobject	<module 'sqlobject.__version__' from '/usr/lib/python3/dist-packages/sqlobject/__version__.py'>	sqlobject	3.8.0+dfsg-1
sqlparse	0.2.4	sqlparse	0.2.4-3
sqlsoup	0.9.1	sqlsoup	0.9.1-4
sqt	0.8.0	sqt	0.8.0-4
squaremap	1.0.5	squaremap	1:1.0.5-1
srp	1.0.15	srp	1.0.15-1
srs	#	#	1.0.3-2
ssdeep	3.1	ssdeep	3.1+dfsg-3build1
sshpubkeys	3.1.0	sshpubkeys	3.1.0-2
sshtunnel	0.1.4	sshtunnel	0.1.4-2
ssoclient	2.1.1	ssoclient	2.1.2
sss	#	#	2.2.3-3ubuntu0.9
stardicter	1.2	stardicter	1.2-1
static3	0.7.0	#	0.7.0-6
staticconf	$	staticconf	0.10.3-3
statsd	3.2.1	statsd	3.3.0-2build1
statsmodels-lib	#	#	0.11.1-1
statsmodels	0.11.1	statsmodels	0.11.1-1
std-msgs	$	std_msgs	0.5.12-2
std-srvs	$	std_srvs	1.11.2-10
stdeb	0.8.5	stdeb	0.8.5-3
stdnum	1.13	stdnum	1.13-1
stem	1.7.1	stem	1.7.1-1.2
stemmer-dbg	#	#	1.3.0+dfsg-2build1
stemmer	#	#	1.3.0+dfsg-2build1
stereo-msgs	$	stereo_msgs	1.12.7-2
stestr	3.0.0	stestr	3.0.0-0ubuntu1
stetl	2.0	stetl	2.0+ds-2
stevedore	1.32.0	stevedore	1:1.32.0-0ubuntu2
stfio	$	stfio	0.16.0-1build2
stl	$	stl	2.9.0-1build3
stomp	(4, 1, 19)	stomp	4.1.19-2
stomper	0.4.1	stomper	0.4.1-2
stopit	1.1.2	stopit	1.1.2-1
storm-dbg	#	#	0.22-3build1
storm	0.22	storm	0.22-3build1
straight.plugin	1.4.1	straight	1.4.1-3
streamlink-doc	#	#	1.3.1+dfsg-1
streamlink	1.3.1	streamlink	1.3.1+dfsg-1
streamparser	5.0.2	streamparser	5.0.2-1
stringtemplate3	3.1	#	3.1-5
structlog	18.1.0	structlog	18.1.0-2
stsci.distutils	0.3.7	stsci	0.3.7-5
stsci.tools	3.6.0	stsci	3.6.0-1
subliminal	2.0.5	subliminal	2.0.5-3
subnettree	#	#	0.33-1build1
subunit2sql	1.10.0	subunit2sql	1.10.0-3
subunit	(1, 4, 0, 'final', 0)	subunit	1.4.0-0ubuntu1
subvertpy	(0, 11, 0)	subvertpy	0.11.0~git20191228+2423bf1-2ubuntu1
suds	0.8.4	suds	0.8.4-1
sugar3	$	sugar3	0.117-1
sunlight	1.1.5	sunlight	1.1.5-3
sunpinyin	$	sunpinyin	3.0.0~rc1+ds1-3build2
sunpy	1.0.3	sunpy	1.0.3-2ubuntu3
sure	1.2.6	sure	1.2.5-6
surfer	#	#	0.9.0-3
sushy	2.0.0	sushy	2.0.0-2
svg.path	3.0	svg	3.0-2
svgwrite	1.3.1	svgwrite	1.3.1-1
svipc	$	svipc	0.16-5build1
svn	#	#	1.9.9-2.1build1
swift	2.25.2	swift	2.25.2-0ubuntu1
swiftclient	3.9.0	swiftclient	1:3.9.0-0ubuntu1.2
swiftsc	0.5	swiftsc	0.5-1.1ubuntu1
swiglpk	4.65.0	swiglpk	4.65.0-2build1
sybil	1.2.0	sybil	1.2.0-1
sympy	1.5.1	sympy	1.5.1-2.1
systemd	$	systemd	234-3build2
systemfixtures	0.6.4	systemfixtures	0.6.4-2
sysv-ipc	1.0.0	sysv_ipc	1.0.0-2build1
tables-dbg	#	#	3.6.1-2build1
tables-lib	#	#	3.6.1-2build1
tables	3.6.1	tables	3.6.1-2build1
tablib	0.13.0	tablib	0.13.0-1
tabulate	0.8.6	tabulate	0.8.6-0ubuntu2
tackerclient	$	tackerclient	0.14.0-0ubuntu3
taglib	$	taglib	0.3.6+dfsg-2build10
tagpy	2013.1	tagpy	2013.1-7build2
talloc-dev	#	#	2.3.1-0ubuntu0.20.04.1
talloc-dev	#	#	2.3.1-0ubuntu0.20.04.1
talloc	$	talloc	2.3.1-0ubuntu0.20.04.1
talloc	$	talloc	2.3.1-0ubuntu0.20.04.1
tango	9.3.0	tango	9.3.0-4build2
tap	3.0	tap	3.0-1
taskflow	4.1.0	taskflow	4.1.0-0ubuntu1
tasklib	1.3.0	tasklib	1.3.0-2
taskw	1.2.0	taskw	1.2.0-3
taurus-pyqtgraph	0.3.1	taurus_pyqtgraph	0.3.1-2
taurus	4.6.2	taurus	4.6.2+dfsg-1
tblib	1.6.0	tblib	1.6.0-1
tdb	1.4.5	tdb	1.4.3-0ubuntu0.20.04.1
tdb	1.4.5	tdb	1.4.3-0ubuntu0.20.04.1
tds	#	#	1.9.1-2
tempest-horizon	0.0.2018	tempest_horizon	0.0.1+git.2018.01.24.a23f4074fd-2
tempest	23.0.0	tempest	1:23.0.0-0ubuntu2
tempita	0.5.2	tempita	0.5.2-6
tempora	2.1.1	tempora	2.1.1-1
tenacity	6.0.0	tenacity	6.0.0-0ubuntu2
termbox	1.0.1a1	termbox	1.1.2+dfsg-3build2
termcolor	1.1.0	termcolor	1.1.0-3
terminado	0.8.2	terminado	0.8.2-3
terminaltables	3.1.0	terminaltables	3.1.0-3
termstyle	$	termstyle	0.1.10-3
tesserocr	2.5.0	tesserocr	2.5.0-1build1
test-server	0.0.27	test_server	0.0.27-2
testfixtures	6.10.1	testfixtures	6.10.1-1
testing.common.database	2.0.0	testing	2.0.0-2
testing.mysqld	1.4.0	testing	1.4.0-4
testing.postgresql	1.3.0	testing	1.3.0-2
testpath	0.4.4	testpath	0.4.4+dfsg-1
testrepository	(0, 0, 20, 'final', 0)	testrepository	0.0.20-5
testresources	(2, 0, 0, 'final', 0)	testresources	2.0.0-3
testscenarios	(0, 5, 0, 'final', 0)	testscenarios	0.5.0-3build1
testtools	(2, 4, 0, 'final', 0)	testtools	2.4.0-0ubuntu1
texext	0.6.1	texext	0.6.1-2
textfsm	1.1.0	textfsm	1.1.0-2
textile	4.0.1	textile	1:4.0.1-1
texttable	1.6.2	texttable	1.6.2-2
tf-conversions	$	tf_conversions	1.12.0-6ubuntu3
tf2-geometry-msgs	$	tf2_geometry_msgs	0.6.6-1build3
tf2-kdl	$	tf2_kdl	0.6.6-1build3
tf2-msgs	$	tf2_msgs	0.6.6-1build3
tf2-ros	$	tf2_ros	0.6.6-1build3
tf2-sensor-msgs	$	tf2_sensor_msgs	0.6.6-1build3
tf2	#	#	0.6.6-1build3
tf	$	tf	1.12.0-6ubuntu3
theano	1.0.4	theano	1.0.4+dfsg-1build1
thrift-dbg	#	#	0.13.0-2build2
thrift	0.13.0	thrift	0.13.0-2build2
thriftpy	0.3.9	thriftpy	0.3.9+ds1-1ubuntu5
tidylib	$	tidylib	0.3.2~dfsg-6
timeline	(0, 0, 7, 'final', 0)	timeline	0.0.7-2
tinyalign	0.2	tinyalign	0.2-3
tinycss2	1.0.2	tinycss2	1.0.2-1
tinycss	0.4	tinycss	0.4-3build1
tinydb	3.15.2	tinydb	3.15.2-2
tinyrpc	0.6	tinyrpc	0.6-3
tk-dbg	#	#	3.8.10-0ubuntu1~20.04
tk-dbg	#	#	3.8.10-0ubuntu1~20.04
tk	#	#	3.8.10-0ubuntu1~20.04
tk	#	#	3.8.10-0ubuntu1~20.04
tksnack	2.2.10	#	2.2.10.20090623-dfsg-10
tktreectrl	#	#	2.0.2-2
tld	0.9.1	tld	0.9.1-1
tldextract	2.2.1	tldextract	2.2.1-1
tldp	0.7.13	tldp	0.7.13-1ubuntu1
tlsh	0.2.0	tlsh	3.4.4+20151206-1.3build1
tmdbsimple	2.2.0	tmdbsimple	2.2.0-2
tmuxp	1.5.4	tmuxp	1.5.4-1
tnetstring	0.3.1	tnetstring	0.3.1-3build1
toml	0.10.0	toml	0.10.0-3
toolz	0.9.0	toolz	0.9.0-1
tooz	2.0.0	tooz	2.0.0-0ubuntu1
topic-tools	$	topic_tools	1.14.3+ds1-11ubuntu5
toposort	1.5	toposort	1.5-3
tornado4	4.5.3	tornado4	4.5.3-3build2
tornado	5.1.1	tornado	6.0.3+really5.1.1-3
toro	1.0.1	toro	1.0.1-4
tosca-parser	1.4.0	#	1.4.0-3
tower-cli	3.3.0	tower_cli	3.3.0-1.1
tqdm	4.30.0	tqdm	4.30.0-1
traceback2	1.4.0	traceback2	1.4.0-5ubuntu1
traitlets	4.3.3	traitlets	4.3.3-3
traits	5.2.0	traits	5.2.0-2build1
traitsui	6.1.3	traitsui	6.1.3-3
trajectory-msgs	$	trajectory_msgs	1.12.7-2
transaction	3.0.0	transaction	3.0.0-1
transip	2.0.0	transip	2.0.0-1
transitions	0.7.2	transitions	0.7.2-1
translate	$	translate	2.5.0-1
translation-finder	1.0	translation_finder	1.0-1
translationstring	1.3	translationstring	1.3-3
transliterate	1.10.2	transliterate	1.10.2-2
transmissionrpc	0.11	transmissionrpc	0.11-4
treetime	$	treetime	0.7.1-1
treq	18.6.0	treq	18.6.0-0.2
trezor	0.11.6	#	0.11.6-1
trie	#	#	0.2+ds-2
trio	0.13.0	trio	0.13.0-2
trollimage	1.11.0	trollimage	1.11.0-1
trollsched	0.5.2	trollsched	0.5.2-2
trollsift	0.3.4	trollsift	0.3.4-1
trololio	1.0	trololio	1.0-2
trove-dashboard	14.0.0	trove_dashboard	14.0.0-0ubuntu0.20.04.1
trove	13.0.0	trove	1:13.0.0-0ubuntu0.20.04.1
troveclient	2.17.0	troveclient	1:2.17.0-0ubuntu3
trustme	0.6.0	trustme	0.6.0-1
tsk	#	#	20190507-1.1build1
ttystatus	0.38	ttystatus	0.38-4
tvdb-api	2.0	tvdb_api	2.0-2
tweepy	3.6.0	tweepy	3.6.0-2
twilio	6.8.2	twilio	6.8.2-3
twisted-bin-dbg	#	#	18.9.0-11ubuntu0.20.04.2
twisted-bin	#	#	18.9.0-11ubuntu0.20.04.2
twisted	18.9.0	twisted	18.9.0-11ubuntu0.20.04.2
twitter	3.3	twitter	3.3-2
twodict	1.2	twodict	1.2-2
twython	3.7.0	twython	3.7.0-2
txacme	0.9.2	txacme	0.9.2-2
txaio	2.10.0	txaio	2.10.0-2
txsni	0.1.9	txsni	0.1.9-2
txtftp	#	#	0.1~bzr47-0ubuntu6
txtorcon	19.0.0	txtorcon	19.0.0-2
txws	0.7.1	txws	0.9.1-4
txzmq	0.8.0	txzmq	0.8.0-2
typed-ast	1.4.1	typed_ast	1.4.1-1build1
typedload	1.20	typedload	1.20-1
typeguard	2.2.2	typeguard	2.2.2-1
typing-extensions	3.7.4.1	typing_extensions	3.7.4.1-1
typogrify	2.0.7	typogrify	1:2.0.7-2
tz	#	#	2019.3-1
tzlocal	2.1b1	tzlocal	2.1~b1-2
u-msgpack	#	#	2.1-1build1
u2flib-server	5.0.0	u2flib_server	5.0.0-1.1
ua-parser	0.9.0	ua_parser	0.9.0-1
uamqp	1.2.6	uamqp	1.2.6-4
ubjson	0.14.0	ubjson	0.14.0-2build1
ubuntu-image	1.11+20.04ubuntu1
	ubuntu_image	1.11+20.04ubuntu1
ubuntutools	$	ubuntutools	0.176ubuntu20.04.1
udatetime	0.0.16	udatetime	0.0.16-2build2
ufl	2019.1.0	ufl	2019.1.0-2
uflash-doc	#	#	1.2.4+dfsg-1
uflash	1.2.4	uflash	1.2.4+dfsg-1
ufo2ft	2.12.2	ufo2ft	2.12.2-1
ufolib2	0.6.1	#	0.6.1+dfsg1-1
ufonormalizer	0.3.6	ufonormalizer	0.3.6-1
ufoprocessor	1.0.6	#	1.0.6-2
uhd	$	uhd	3.15.0.0-2build5
uinput	$	uinput	0.11.2-2.1build1
ujson-dbg	#	#	1.35-4build1
ujson	1.35	ujson	1.35-4build1
ukui-menu	#	#	1.1.4-1build1
ulmo	0.8.5	ulmo	0.8.5+dfsg1-1
unbound	$	unbound	1.9.4-2ubuntu1.4
unbound	$	unbound	1.9.4-2ubuntu1.4
uncertainties	3.1.2	uncertainties	3.1.2.github-0ubuntu1
unicodecsv	0.14.1	unicodecsv	0.14.1-2build1
unidecode	1.1.1	unidecode	1.1.1-3build1
unidiff	<module 'unidiff.__version__' from '/usr/lib/python3/dist-packages/unidiff/__version__.py'>	unidiff	0.5.5-2
unittest2	1.1.0	unittest2	1.1.0-6.1build1
uno	$	uno	1:6.4.7-0ubuntu0.20.04.6
unpaddedbase64	1.1.0	unpaddedbase64	1.1.0-5
unrardll	0.1.3	unrardll	0.1.3-5build1
update-manager	#	#	1:20.04.10.10
uranium	#	#	4.4.1-1
uritemplate	0.6	uritemplate	0.6-4
uritools	3.0.0	uritools	3.0.0-1
urllib3	1.25.8	urllib3	1.25.8-2ubuntu0.1
urlobject	2.4.3	urlobject	2.4.3-3
urwid-satext	0.7.0	urwid_satext	0.8.0~hg144.bfab04d0a745-1
urwid-utils	0.1.2.dev2	urwid_utils	0.1.2.dev2-1
urwid	2.0.1	urwid	2.0.1-3
urwidtrees	1.0.1.1	urwidtrees	1.0.1.1-2
usagestats	0.8	usagestats	0.8-1
usb	1.0.2	usb	1.0.2-1build1
user-agents	2.0	user_agents	2.0-3
utidylib	0.5	#	0.5-3
utmp	$	utmp	0.9-1build1
uvicorn	0.11.3	uvicorn	0.11.3-1
uvloop-dbg	#	#	0.14.0+ds1-1ubuntu1
uvloop	0.14.0	uvloop	0.14.0+ds1-1ubuntu1
uwsgidecorators	#	#	2.0.18-11ubuntu1
v-sim	#	#	3.7.2-8build1
vagrant	0.5.15	vagrant	0.5.15-3
validictory	0.8.3	validictory	0.8.3-4
vatnumber	1.2	vatnumber	1:1.2-9
vcf	$	vcf	0.6.8+git20170215.476169c-7
vcr	4.0.2	vcr	4.0.2-1
vcstools	0.1.42	vcstools	0.1.42-2
vcversioner	2.16.0.0	vcversioner	2.16.0.0-2ubuntu1
venusian	1.2.0	venusian	1.2.0-2
venv	$	venv	3.8.2-0ubuntu2
venv	$	venv	3.8.2-0ubuntu2
versioneer	0.18	versioneer	0.18-3
versiontools	(1, 9, 1, 'final', 0)	versiontools	1.9.1-4
vertica	#	#	0.10.1-1
veusz.helpers	$	veusz	3.0.1-1ubuntu4
veusz	3.0.1	veusz	3.0.1-1ubuntu4
vigra	<module 'vigra.__version__' from '/usr/lib/python3/dist-packages/vigra/__version__.py'>	vigra	1.11.1+dfsg-7ubuntu1
vine	1.3.0	vine	1.3.0+dfsg-1
virtkey	0.63.0	virtkey	0.63.0-0ubuntu14
virtualenv-clone	0.3.0	#	0.3.0-2
virtualenv	20.0.17	virtualenv	20.0.17-1ubuntu0.4
virtualenvwrapper	4.8.4	virtualenvwrapper	4.8.4-4
virustotal-api	1.1.11	#	1.1.11-2ubuntu1
vispy	0.6.4	vispy	0.6.4-1build1
visualization-msgs	$	visualization_msgs	1.12.7-2
vitrage-dashboard	2.0.0	vitrage_dashboard	2.0.0-1
vitrage	6.0.1	vitrage	6.0.1-0ubuntu1
vitrageclient	4.0.1	vitrageclient	4.0.1-0ubuntu1
vlc	3.0.7110	vlc	3.0.7110-2
vmdkstream	0.2	#	0.2-4.1
vmware-nsx	16.0.0.0b3	vmware_nsx	16.0.0~b3~git2020041014.75cfea261-0ubuntu1
vmware-nsxlib	15.0.6	vmware_nsxlib	15.0.6-0ubuntu1
vnlog	$	vnlog	1.26-1
vobject	0.9.6.1	vobject	0.9.6.1-0.2
volatildap	1.3.0	volatildap	1.3.0-2ubuntu2
volume-key	$	volume_key	0.3.12-3.1
volume-key	$	volume_key	0.3.12-3.1
voluptuous-serialize	2.2.0	voluptuous_serialize	2.3.0-1
voluptuous	0.11.1	voluptuous	0.11.1-1build1
vsts-cd-manager	1.0.2	vsts_cd_manager	1.0.2-2
vtk-dicom	#	#	0.8.12-1build2
vtk7	#	#	7.1.1+dfsg2-2ubuntu1
vtkgdcm	$	vtkgdcm	3.0.5-1.1ubuntu2
vtkplotter	2020.2.0	vtkplotter	2020.2.0+dfsg1-1
vulndb	0.1.3	vulndb	0.1.3-2
w3lib	1.21.0	w3lib	1.21.0-1
wadllib	b'1.3.3'	wadllib	1.3.3-3build1
waiting	1.4.1	waiting	1.4.1-4
waitress	1.4.1	waitress	1.4.1-1ubuntu0.1
wand	0.5.9	wand	0.5.9-1
warlock	1.2.0	warlock	1.2.0-3
watchdog	0.9.0	watchdog	0.9.0-3
watcher-dashboard	3.0.0	watcher_dashboard	3.0.0-0ubuntu0.20.04.1
watcher	4.0.0	watcher	1:4.0.0-0ubuntu0.20.04.1
watcherclient	2.2.0	watcherclient	2.2.0-0ubuntu2
watson-developer-cloud	2.10.1	watson_developer_cloud	2.10.1-1
watson	1.8.0	watson	1.8.0-0.1
wchartype	0.1	wchartype	0.1-2
wcwidth	0.1.8	wcwidth	0.1.8+dfsg1-3
webassets	(0, 12, 1)	webassets	3:0.12.1-1.1
webcolors	1.5	webcolors	1.5-2.1
webdav	#	#	0.9.14-1
webencodings	0.5.1	webencodings	0.5.1-1ubuntu1
webob	1.8.5	webob	1:1.8.5-2
webpy	#	#	1:0.40-2
websocket	0.53.0	websocket	0.53.0-2ubuntu1
websockets	8.1	websockets	8.1-1
websockify	0.9.0	websockify	0.9.0-0ubuntu2
webtest	2.0.32	webtest	2.0.32-2
webview	$	webview	2.3+dfsg-1
webvtt	0.4.3	webvtt	0.4.3-1
werkzeug	0.16.1	werkzeug	0.16.1+dfsg1-2
wget	3.2	wget	3.2-3
whatthepatch	0.0.5	whatthepatch	0.0.5-2.1
wheel	0.34.2	wheel	0.34.2-1
wheezy.template	0.1.167	wheezy	0.1.167-2build2
whichcraft	0.4.1	whichcraft	0.4.1-2
whisper	$	whisper	1.1.4-2
whitenoise	3.3.1	whitenoise	3.3.1-3
whois	$	whois	0.8-1
whoosh	(2, 7, 4)	whoosh	2.7.4+git6-g9134ad92-5
widgetsnbextension	2.0.0	widgetsnbextension	6.0.0-6
wikitrans	$	wikitrans	1.3-1
willow	1.1	willow	1.1-4
windowmocker	$	windowmocker	1.4+14.04.20140220.1-0ubuntu3
winrm	$	winrm	0.3.0-2
wither	1.1	wither	1.1-2
wokkel	18.0.0	wokkel	18.0.0-2
workqueue	#	#	7.0.22-1ubuntu1
wrapt	1.11.2	wrapt	1.11.2-2build1
wrapt	&	&	1.11.2-2build1
wreport	$	wreport	3.23-2build1
ws4py	0.4.2	ws4py	0.4.2+dfsg1-4
wsaccel	0.6.2	wsaccel	0.6.2-2build1
wsgi-intercept	$	wsgi_intercept	1.9.2-0ubuntu3
wsgicors	$	wsgicors	0.4.1-1.1
wsgilog	$	wsgilog	0.3.1-3
wsgiproxy	$	wsgiproxy	0.4.5-1
wsme	$	wsme	0.9.3-3
wsproto	0.15.0	wsproto	0.15.0-3
wstool	$	wstool	0.1.18-2
wtf-peewee	#	#	3.0.0+dfsg-2
wtforms	2.2.1	wtforms	2.2.1-2
wxgtk-media4.0	#	#	4.0.7+dfsg-2build1
wxgtk-webview4.0	#	#	4.0.7+dfsg-2build1
wxgtk4.0	#	#	4.0.7+dfsg-2build1
x2go	$	x2go	0.6.1.3-2
x2gobroker	$	x2gobroker	0.0.4.1-1
x3dh	0.5.8	x3dh	0.5.8-2
xapian-haystack	#	#	2.1.0-6
xapian	1.4.14	xapian	1.4.14-1ubuntu2
xapp	1.8.0	xapp	1.8.1-2
xarray	0.15.0	xarray	0.15.0-3ubuntu1
xattr	0.9.6	xattr	0.9.6-1.1
xcbgen	$	xcbgen	1.14-2
xcffib	placeholder	xcffib	0.8.1-0.8
xdg	0.26	xdg	0.26-1ubuntu1
xdmf	$	xdmf	3.0+git20190531-6
xdo	$	xdo	0.4-2
xeddsa	0.4.6	xeddsa	0.4.6-2
xhtml2pdf	0.2.4	xhtml2pdf	0.2.4-1
xkcd	$	xkcd	2.4.2-3
xkit	$	xkit	0.5.0ubuntu4
xlib	#	#	0.23-2build1
xlrd	$	xlrd	1.1.0-5
xlsxwriter	1.1.2	xlsxwriter	1.1.2-0.2
xlwt	$	xlwt	1.3.0-3
xmltodict	0.12.0	xmltodict	0.12.0-1
xopen	0.8.4	xopen	0.8.4-1
xstatic-angular-bootstrap	#	#	2.2.0.0-3
xstatic-angular-cookies	#	#	1.2.24.1-4
xstatic-angular-fileupload	#	#	12.0.4.0+dfsg1-2
xstatic-angular-gettext	#	#	2.3.8.0-3
xstatic-angular-lrdragndrop	#	#	1.0.2.2-2
xstatic-angular-mock	#	#	1.2.23.1-6
xstatic-angular-schema-form	#	#	0.8.13.0-3
xstatic-angular-ui-router	#	#	0.3.1.2-2
xstatic-angular-uuid	#	#	0.0.4.0-1
xstatic-angular-vis	#	#	4.16.0.0-1
xstatic-angular	#	#	1.5.8.0-3
xstatic-bootstrap-datepicker	#	#	0.0.0.1-6
xstatic-bootstrap-scss	#	#	3.3.7.1-4
xstatic-bootswatch	#	#	3.3.7.0-3
xstatic-d3	#	#	3.5.17.0-3
xstatic-filesaver	#	#	1.3.2.0-1
